Gender,Age,Education_Level,Relationship_Status,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR5,VAR6,VAR7,Attrition_rate
M,28,3,Single,IT,Conceptual,6.0,2,41,0,1,6,type2,2.0,4,4,6,3,0.1074
F,55,3,Married,Logistics,Analytical,20.0,4,44,1,3,3,type3,1.0,3,2,6,3,0.2919
M,25,1,Married,Sales,Conceptual,6.0,2,30,1,1,8,type3,4.0,3,3,9,3,0.0199
F,26,1,Married,R&D,Directive,3.0,2,51,0,3,2,type3,4.0,3,2,6,3,0.0597
F,42,4,Married,R&D,Conceptual,13.0,1,65,0,2,8,type2,2.0,3,3,8,4,0.1125
F,53,3,Married,Logistics,Analytical,28.0,3,66,0,4,6,type2,3.0,3,4,6,4,0.6504
F,20,3,Single,Accounting and Finance,Behavioral,1.0,1,34,0,3,8,type2,3.0,3,4,9,4,0.166
M,54,3,Married,Purchasing,Conceptual,26.0,3,58,1,3,4,type2,3.0,5,3,6,3,0.2809
F,45,3,Single,Logistics,Analytical,13.385064177362894,3,51,0,1,7,type3,2.0,3,4,5,4,0.2848
F,45,2,Married,IT,Directive,15.0,2,60,1,2,2,type3,3.0,4,4,5,4,0.1645
M,56,4,Single,IT,Directive,24.0,1,68,1,3,6,type2,1.0,3,2,7,2,0.0867
F,37,4,Single,Sales,Analytical,15.0,4,26,2,3,4,type3,1.0,2,3,8,5,0.1066
M,30,5,Single,R&D,Analytical,7.0,2,37,0,3,8,type3,4.0,3,2,7,3,0.1283
F,45,4,Single,Operarions,Analytical,10.0,4,59,1,3,2,type3,2.0,3,3,8,4,0.2314
F,19,3,Single,Logistics,Conceptual,0.0,0,60,1,2,8,type2,1.0,1,4,5,3,0.0175
M,56,2,Single,Operarions,Directive,28.0,4,63,0,3,8,type3,2.0,4,2,8,3,0.247
F,52,3,Single,IT,Analytical,15.0,1,34,1,5,3,type2,2.0,3,3,8,5,0.1364
F,39,4,Married,Logistics,Analytical,5.0,4,31,1,3,6,type3,2.0,3,2,9,5,0.2792
M,41,4,Married,Operarions,Analytical,18.0,2,45,2,3,7,type2,2.0,4,4,5,3,0.0163
M,59,3,Married,IT,Conceptual,23.0,3,68,0,3,8,type4,3.0,4,2,5,3,0.2112
F,56,1,Married,IT,Directive,24.0,3,33,1,5,8,type2,2.0,3,2,8,4,0.1725
F,60,4,Married,Operarions,Directive,30.0,1,48,1,3,10,type3,1.0,3,2,6,5,0.1059
F,60,2,Married,Accounting and Finance,Analytical,29.0,3,26,1,2,6,type4,3.0,3,3,7,3,0.1651
F,22,4,Married,Logistics,Directive,3.0,2,61,2,3,6,type3,1.0,3,2,5,3,0.183
F,27,4,Married,Logistics,Analytical,5.0,4,56,1,2,5,type2,1.0,3,2,6,3,0.1948
F,39,4,Single,Marketing,Conceptual,12.0,3,71,0,3,8,type2,3.0,3,4,7,4,0.273
F,46,4,Married,Production,Analytical,21.0,4,37,0,2,6,type2,2.0,3,3,6,3,0.2957
M,49,5,Married,IT,Analytical,25.0,4,29,1,2,8,type0,3.0,3,4,5,2,0.1355
F,33,5,Married,Logistics,Analytical,7.0,3,30,1,4,7,type2,3.0,4,3,7,1,0.1669
F,35,2,Married,Human Resource Management,Analytical,12.0,3,70,1,1,6,type3,3.0,2,2,8,4,0.0423
M,25,5,Single,Sales,Conceptual,6.0,2,30,1,1,8,type2,3.0,3,2,9,3,0.0981
M,32,3,Single,IT,Analytical,10.0,2,47,0,1,8,type3,3.0,3,2,8,3,0.2405
M,30,1,Married,Marketing,Analytical,6.0,4,22,1,1,6,type3,3.0,2,2,9,4,0.1315
M,48,4,Married,IT,Directive,20.0,4,26,2,2,5,type2,1.0,4,3,7,3,0.0404
F,32,3,Single,Logistics,Behavioral,10.0,3,27,1,2,6,type0,3.0,3,2,8,3,0.2953
M,33,4,Married,Sales,Directive,8.0,2,74,1,2,6,type2,1.0,3,4,5,3,0.048
M,64,3,Married,Sales,Directive,36.0,4,21,0,5,8,type3,1.0,3,3,8,4,0.0846
F,58,4,Married,Marketing,Directive,23.0,2,25,2,1,6,type2,2.0,3,4,8,3,0.0559
F,35,2,Single,Purchasing,Behavioral,6.0,4,31,0,3,10,type2,1.0,3,2,8,3,0.0454
M,63,3,Married,IT,Analytical,39.0,2,21,0,3,9,type2,3.0,3,4,5,3,0.1092
M,65,4,Married,Logistics,Conceptual,42.0,3,25,0,1,8,type2,2.0,3,2,8,3,0.2744
M,52,3,Married,IT,Conceptual,13.0,1,25,0,1,7,type2,2.0,3,4,5,4,0.0756
M,50,3,Married,Marketing,Behavioral,12.0,2,37,1,3,3,type3,3.0,2,3,8,4,0.1779
F,37,3,Single,Operarions,Analytical,13.0,3,25,1,4,8,type2,1.0,5,4,7,3,0.2968
M,64,4,Married,Logistics,Directive,32.0,4,47,0,5,8,type2,3.0,4,2,7,1,0.2611
F,46,4,Single,Operarions,Directive,13.0,1,37,1,3,3,type2,2.0,3,3,8,4,0.1643
M,30,3,Married,IT,Behavioral,7.0,2,31,1,3,7,type2,1.0,3,3,8,5,0.1762
F,37,3,Single,Logistics,Directive,8.0,3,60,1,2,5,type2,4.0,3,4,5,2,0.1363
F,25,3,Single,Marketing,Analytical,6.0,4,26,0,3,4,type4,1.0,2,3,7,1,0.1054
M,27,3,Married,Purchasing,Analytical,5.0,2,60,1,3,6,type2,1.0,4,4,6,3,0.0943
F,24,4,Married,Sales,Behavioral,5.0,1,34,2,1,1,type2,3.0,4,4,8,4,0.1658
M,23,4,Married,Quality,Directive,4.0,4,41,0,1,6,type2,1.0,3,3,6,4,0.0891
M,39,3,Single,IT,Conceptual,8.0,2,63,1,1,8,type2,1.0,4,3,8,3,0.2947
M,38,3,Married,Human Resource Management,Analytical,14.0,3,66,1,2,4,type2,3.0,3,3,5,3,0.8333
F,64,4,Married,Operarions,Directive,32.0,1,69,2,4,5,type2,3.0,3,3,5,2,0.0988
F,44,4,Married,Accounting and Finance,Behavioral,9.0,3,28,0,3,5,type2,2.0,1,3,7,5,0.2991
F,27,1,Single,Sales,Conceptual,5.0,1,66,0,5,4,type3,1.0,5,3,6,1,0.354
M,60,2,Single,IT,Conceptual,21.0,4,66,0,5,8,type2,2.0,3,1,8,5,0.14300000000000002
M,48,4,Married,Purchasing,Analytical,13.0,1,40,1,1,6,type3,4.0,2,2,8,3,0.1311
F,24,3,Married,Accounting and Finance,Analytical,5.0,2,40,1,2,8,type2,1.0,4,4,5,3,0.1245
M,34,5,Married,Logistics,Analytical,11.0,4,22,1,1,1,type2,1.0,3,3,8,3,0.2176
M,28,3,Single,Security,Directive,6.0,4,54,0,1,7,type3,2.0,3,4,7,4,0.1253
M,57,1,Single,Operarions,Directive,35.0,1,38,1,1,4,type3,1.0,2,3,5,5,0.7447
F,45,2,Married,Purchasing,Analytical,18.0,3,22,0,2,4,type4,4.0,3,2,8,3,0.0745
M,53,3,Married,IT,Behavioral,15.0,3,48,1,4,9,type3,1.0,1,3,7,3,0.0923
F,27,1,Single,Logistics,Behavioral,5.0,2,39,1,5,8,type3,4.0,3,3,8,3,0.3229
M,26,2,Married,IT,Conceptual,2.0,1,61,1,2,2,type3,3.0,3,4,7,4,0.0325
M,64,2,Married,IT,Directive,29.0,3,21,1,3,4,type3,3.0,3,2,9,3,0.1995
F,31,4,Married,IT,Directive,5.0,3,65,1,2,6,type3,3.0,5,3,8,4,0.1559
F,49,4,Single,Logistics,Conceptual,12.0,2,69,0,2,8,type2,3.0,3,5,8,3,0.2365
F,42,3,Married,Sales,Conceptual,11.0,1,72,1,3,8,type2,3.0,3,4,8,5,0.4754
F,60,3,Married,R&D,Analytical,30.0,4,68,0,1,6,type3,1.0,2,3,6,3,0.068
F,23,3,Single,IT,Analytical,4.0,3,69,2,2,4,type4,1.0,3,3,6,3,0.1334
F,20,3,Married,Operarions,Directive,1.0,1,58,2,5,8,type2,1.0,2,2,5,1,0.0915
M,39,4,Married,Accounting and Finance,Behavioral,7.0,2,63,0,3,7,type2,2.0,4,2,5,3,0.1211
F,22,4,Married,Logistics,Analytical,3.0,2,49,1,2,9,type3,1.0,4,2,7,3,0.1357
F,34,3,Single,IT,Behavioral,7.0,2,67,1,4,6,type3,4.0,3,3,5,3,0.1849
F,30,1,Married,IT,Behavioral,6.0,1,23,1,2,6,type2,3.0,3,4,5,3,0.1761
F,42,4,Married,Logistics,Analytical,19.0,2,62,0,4,10,type3,1.0,2,2,7,3,0.0178
F,25,3,Married,Operarions,Conceptual,6.0,4,51,1,1,6,type2,4.0,3,3,8,3,0.9538
F,39,4,Married,Quality,Analytical,16.0,4,54,1,1,5,type2,4.0,1,2,6,2,0.1373
M,60,1,Single,IT,Behavioral,30.0,2,64,2,1,9,type2,2.0,3,3,8,3,0.1928
M,44,3,Single,Purchasing,Conceptual,13.385064177362894,2,65,1,4,7,type3,3.0,4,1,5,5,0.3917
F,32,3,Married,Purchasing,Analytical,10.0,1,34,0,4,5,type2,3.0,2,3,9,3,0.1031
F,34,3,Married,R&D,Analytical,12.0,3,71,1,5,7,type4,3.0,3,2,8,3,0.0847
F,49,3,Married,Logistics,Behavioral,21.0,2,66,1,3,6,type2,1.0,3,3,8,5,0.1286
F,62,2,Single,Logistics,Conceptual,31.0,4,28,1,3,4,type3,1.0,3,4,8,2,0.2531
F,25,3,Married,Purchasing,Analytical,6.0,4,34,0,2,5,type3,1.0,4,3,8,3,0.116
F,30,4,Single,IT,Analytical,8.0,3,52,1,2,8,type3,4.0,3,3,8,4,0.1099
M,50,4,Married,Logistics,Analytical,20.0,1,27,2,1,5,type2,1.0,3,5,5,3,0.1531
M,31,3,Single,IT,Conceptual,8.0,3,35,0,5,4,type2,3.0,3,3,8,3,0.1084
F,35,4,Married,Production,Directive,11.0,4,26,1,2,2,type2,3.0,3,3,6,2,0.1672
M,28,3,Married,IT,Analytical,5.0,3,35,1,3,7,type2,4.0,3,2,8,3,0.1926
F,26,5,Married,Logistics,Conceptual,3.0,1,66,0,1,8,type4,1.0,4,2,8,3,0.0002
F,42,4,Married,Human Resource Management,Directive,17.0,3,37,0,3,5,type2,4.0,3,4,7,3,0.1646
M,37,3,Single,Sales,Directive,10.0,2,74,1,4,6,type2,4.0,4,2,6,5,0.7726
M,53,4,Married,Logistics,Conceptual,23.0,1,27,0,2,6,type2,3.0,1,4,8,2,0.2616
F,43,5,Married,Purchasing,Analytical,18.0,2,26,0,1,2,type2,3.0,3,3,7,4,0.1621
F,30,5,Single,IT,Directive,8.0,2,59,1,3,5,type2,2.0,1,3,5,3,0.251
F,35,3,Married,Purchasing,Behavioral,8.0,1,45,2,4,5,type2,4.0,5,2,6,3,0.0618
F,54,4,Single,IT,Analytical,15.0,1,51,0,5,4,type2,4.0,4,1,8,3,0.0178
F,27,5,Single,Operarions,Behavioral,5.0,3,53,1,4,6,type2,1.0,3,3,9,3,0.2662
F,22,3,Married,Production,Behavioral,3.0,3,66,1,1,3,type0,3.0,3,4,6,1,0.0749
M,53,2,Married,Sales,Behavioral,18.0,1,38,2,5,7,type2,5.0,3,3,5,3,0.1447
F,19,3,Married,Sales,Directive,0.0,0,58,2,1,2,type3,1.0,3,4,9,3,0.1254
F,21,1,Married,Sales,Directive,2.0,1,62,0,1,1,type2,4.0,1,3,8,4,0.2579
F,30,3,Married,Sales,Analytical,7.0,1,20,1,3,6,type3,2.0,3,1,8,4,0.0648
F,54,5,Single,Sales,Directive,17.0,2,29,0,1,5,type2,1.0,4,1,6,4,0.5473
M,21,3,Single,Logistics,Directive,2.0,2,56,0,3,8,type3,1.0,4,4,7,3,0.2349
F,19,1,Single,IT,Conceptual,0.0,0,72,1,3,8,type3,1.0,3,5,6,3,0.2356
F,51,5,Married,R&D,Directive,23.0,2,66,0,5,8,type2,1.0,3,4,5,3,0.2179
M,24,4,Married,Sales,Conceptual,5.0,1,24,2,5,8,type2,4.0,4,2,5,3,0.5471
F,65,1,Single,R&D,Directive,41.0,4,24,1,1,6,type2,3.0,4,2,5,3,0.0508
F,61,3,Married,Accounting and Finance,Conceptual,34.0,2,44,1,3,6,type4,1.0,3,2,9,5,0.1661
F,25,1,Married,Logistics,Directive,6.0,4,61,2,3,6,type3,2.0,3,4,7,2,0.5998
M,37,4,Married,Logistics,Analytical,15.0,4,52,1,2,4,type3,1.0,2,2,7,3,0.2387
M,21,4,Single,Accounting and Finance,Directive,2.0,2,56,1,4,7,type4,1.0,3,4,7,2,0.0541
F,42,4,Married,Human Resource Management,Directive,3.0,2,32,1,3,10,type2,4.0,4,4,7,3,0.12
M,59,1,Married,Sales,Behavioral,20.0,4,27,0,3,9,type2,3.0,3,5,8,3,0.2686
M,62,3,Single,IT,Analytical,28.0,3,52,1,1,4,type2,3.0,3,4,6,3,0.0488
F,35,3,Married,R&D,Directive,11.0,1,60,0,2,4,type2,4.0,3,2,6,3,0.0284
F,39,3,Married,IT,Conceptual,13.385064177362894,2,29,0,1,6,type3,4.0,3,2,6,2,0.174
M,31,3,Married,Sales,Analytical,7.0,1,30,0,1,7,type2,1.0,3,2,8,1,0.28300000000000003
M,45,3,Married,IT,Analytical,10.0,3,72,0,1,4,type3,3.0,3,3,9,5,0.2447
M,41,4,Married,IT,Directive,18.0,3,54,1,3,8,type3,3.0,4,4,8,2,0.1451
F,27,3,Single,IT,Behavioral,3.0,1,67,1,2,4,type1,4.0,3,3,7,1,0.1757
F,37,5,Married,Logistics,Conceptual,15.0,1,26,0,3,6,type2,1.0,4,4,8,3,0.1093
M,22,3,Single,IT,Directive,3.0,2,64,1,3,4,type3,4.0,4,5,7,4,0.2282
M,48,3,Married,Logistics,Behavioral,15.0,1,55,0,1,6,type2,2.0,3,2,8,2,0.014
M,19,2,Married,IT,Analytical,0.0,0,49,1,2,5,type2,1.0,3,1,8,1,0.2484
M,44,5,Married,IT,Analytical,13.0,4,57,0,2,4,type2,3.0,3,4,9,2,0.5765
M,28,3,Married,R&D,Directive,4.0,3,35,1,1,5,type2,4.0,1,1,7,3,0.0284
M,26,3,Married,Logistics,Behavioral,4.0,2,41,1,3,6,type4,3.0,3,4,6,5,0.1489
F,64,5,Married,Human Resource Management,Analytical,29.0,3,57,1,3,8,type2,1.0,4,3,8,3,0.1083
F,54,2,Married,IT,Behavioral,18.0,2,34,1,1,4,type3,4.0,3,3,8,3,0.1621
M,29,3,Married,Production,Conceptual,5.0,3,46,1,3,9,type3,2.0,3,2,9,3,0.0884
F,30,3,Married,R&D,Behavioral,8.0,3,50,1,2,6,type4,3.0,3,3,8,3,0.1402
M,25,2,Married,Logistics,Analytical,6.0,2,30,1,2,4,type3,4.0,3,4,6,3,0.1583
M,32,5,Single,Purchasing,Analytical,4.0,2,61,0,1,6,type2,2.0,3,2,6,4,0.0389
M,65,4,Single,Operarions,Directive,42.0,1,66,1,2,8,type2,1.0,2,4,7,2,0.2602
M,21,4,Single,Purchasing,Analytical,2.0,2,60,1,2,8,type2,3.0,3,3,7,4,0.4553
F,33,4,Married,Production,Analytical,11.0,2,29,2,5,6,type2,3.0,3,3,8,3,0.1902
F,25,3,Married,IT,Conceptual,6.0,1,44,0,5,2,type2,1.0,4,2,8,5,0.15
F,27,3,Married,Logistics,Behavioral,4.0,1,56,0,3,8,type2,4.0,3,2,7,3,0.1619
M,45,1,Single,Quality,Conceptual,10.0,2,38,1,2,9,type2,1.0,3,1,8,3,0.6519
M,33,4,Married,IT,Analytical,8.0,2,26,1,2,5,type2,4.0,3,3,7,3,0.0237
M,41,3,Married,IT,Conceptual,3.0,2,21,2,3,4,type2,4.0,3,2,7,3,0.7388
F,22,4,Married,Purchasing,Directive,3.0,2,47,1,5,8,type3,2.0,3,1,7,3,0.6753
F,58,3,Married,Logistics,Conceptual,13.385064177362894,3,25,1,1,8,type2,3.0,3,2,9,3,0.0143
M,36,3,Married,Logistics,Directive,9.0,3,74,1,2,3,type3,3.0,3,2,9,4,0.0016
F,34,4,Single,Accounting and Finance,Behavioral,12.0,1,67,1,5,4,type3,1.0,3,3,8,1,0.138
M,38,4,Married,R&D,Conceptual,13.0,3,20,1,1,6,type2,4.0,3,1,8,3,0.3761
F,31,5,Married,Quality,Analytical,5.0,2,24,2,4,6,type3,3.0,5,2,6,3,0.3241
F,19,4,Single,Sales,Directive,0.0,0,67,1,1,5,type3,2.0,3,5,9,2,0.1177
F,49,4,Married,Logistics,Analytical,19.0,4,42,0,2,4,type3,3.0,2,1,8,3,0.1012
F,19,4,Single,Security,Behavioral,0.0,0,44,1,2,4,type2,1.0,3,3,5,2,0.1665
F,47,4,Single,Logistics,Analytical,8.0,4,41,0,3,5,type2,1.0,3,3,5,4,0.1868
F,52,4,Single,IT,Behavioral,13.385064177362894,1,22,2,5,8,type2,2.0,3,3,8,1,0.0246
F,65,1,Single,Operarions,Behavioral,39.0,4,55,0,1,4,type3,4.0,4,3,8,4,0.3455
M,33,2,Married,R&D,Behavioral,11.0,1,55,0,3,9,type2,1.0,3,2,6,4,0.1439
F,35,4,Single,Logistics,Behavioral,8.0,2,48,0,4,8,type2,4.0,3,4,6,3,0.07400000000000001
F,51,5,Married,Logistics,Analytical,13.0,1,51,1,3,6,type2,2.0,3,3,8,3,0.2212
F,22,4,Married,Sales,Directive,3.0,2,32,0,5,8,type3,1.0,2,3,6,3,0.9385
F,40,3,Married,Logistics,Directive,11.0,1,49,0,3,7,type4,4.0,1,4,8,3,0.0931
M,35,1,Married,Sales,Conceptual,10.0,4,47,0,3,5,type3,4.0,1,3,8,2,0.2542
F,42,3,Single,Accounting and Finance,Conceptual,13.0,2,28,1,3,6,type2,3.0,3,3,8,3,0.038
F,25,4,Single,Production,Analytical,6.0,4,43,1,4,9,type2,3.0,2,3,8,3,0.2746
M,45,3,Married,IT,Analytical,14.0,4,61,1,3,5,type2,3.0,3,2,7,3,0.1348
F,23,3,Married,Logistics,Analytical,4.0,2,59,0,2,8,type2,3.0,3,1,8,4,0.1531
M,34,3,Single,Logistics,Analytical,9.0,1,44,1,3,5,type3,1.0,5,2,5,4,0.0005
M,39,4,Single,Sales,Conceptual,11.0,4,24,2,1,4,type2,3.0,3,1,8,3,0.0492
F,44,4,Single,R&D,Directive,12.0,2,54,0,3,8,type2,1.0,4,3,7,3,0.1777
F,22,3,Single,R&D,Directive,3.0,1,30,0,5,8,type3,1.0,3,1,8,5,0.1991
F,35,4,Married,Logistics,Behavioral,11.0,2,61,0,5,4,type2,1.0,4,3,8,3,0.1296
M,54,4,Single,Sales,Conceptual,18.0,1,25,0,3,6,type2,2.0,4,2,7,2,0.1052
F,42,4,Married,Purchasing,Conceptual,8.0,1,49,1,2,7,type3,3.0,3,2,9,2,0.2445
F,34,3,Married,Logistics,Behavioral,12.0,4,41,1,4,7,type2,3.0,3,2,7,4,0.5199
F,30,3,Married,Operarions,Behavioral,8.0,4,53,1,3,4,type3,4.0,3,3,6,3,0.0619
M,22,5,Married,Sales,Analytical,3.0,3,49,1,4,4,type2,3.0,3,4,5,3,0.9429
F,19,3,Married,IT,Directive,0.0,0,53,2,5,4,type4,3.0,2,2,6,1,0.1053
F,41,4,Married,Sales,Directive,2.0,2,27,1,2,8,type4,2.0,4,3,5,4,0.0208
F,63,3,Married,R&D,Analytical,37.0,4,54,1,4,6,type2,2.0,3,5,7,3,0.0432
F,31,2,Married,Operarions,Analytical,9.0,3,51,1,3,7,type2,4.0,2,2,6,2,0.0844
F,54,3,Married,Purchasing,Behavioral,25.0,4,62,0,2,7,type3,3.0,3,4,8,4,0.1689
F,51,3,Married,Sales,Directive,13.0,3,40,1,1,7,type2,1.0,4,2,5,3,0.2728
F,38,1,Single,Human Resource Management,Directive,14.0,1,57,1,4,8,type2,1.0,4,1,7,3,0.3616
F,22,2,Single,R&D,Directive,3.0,2,20,0,5,4,type2,4.0,4,3,6,3,0.6728
F,47,4,Married,IT,Behavioral,8.0,4,27,1,2,5,type3,1.0,3,3,5,3,0.1913
F,19,3,Married,R&D,Conceptual,0.0,0,55,0,4,6,type3,2.0,2,3,5,2,0.09
F,31,5,Married,Logistics,Directive,2.0,1,70,1,3,5,type2,1.0,2,4,9,2,0.0636
M,54,4,Married,IT,Directive,22.0,4,68,1,3,3,type2,2.0,3,2,5,3,0.1926
M,20,4,Married,Accounting and Finance,Conceptual,1.0,1,48,1,2,5,type3,1.0,3,3,6,3,0.1533
M,22,4,Married,Logistics,Analytical,3.0,2,25,1,1,6,type2,1.0,4,1,6,4,0.2571
M,46,4,Married,Logistics,Conceptual,15.0,3,41,1,3,2,type4,3.0,3,2,6,5,0.1373
F,46,3,Married,Human Resource Management,Analytical,11.0,3,66,1,3,6,type2,1.0,3,3,9,3,0.0953
M,54,4,Married,Sales,Analytical,16.0,1,69,1,3,9,type3,1.0,3,3,8,4,0.0495
M,61,3,Single,Sales,Behavioral,32.0,2,60,1,5,1,type3,2.0,3,3,8,4,0.235
M,48,5,Married,Logistics,Directive,18.0,3,23,1,2,6,type3,1.0,3,3,5,5,0.1878
F,20,3,Married,Accounting and Finance,Conceptual,1.0,1,22,1,1,7,type3,3.0,3,4,9,3,0.0011
F,47,3,Single,Sales,Behavioral,17.0,2,34,1,3,4,type3,1.0,2,2,8,3,0.0217
F,47,4,Single,IT,Behavioral,8.0,4,43,1,3,8,type2,2.0,3,2,9,3,0.0705
M,32,3,Single,R&D,Conceptual,8.0,4,21,0,3,8,type2,1.0,3,1,5,5,0.0031
F,45,4,Married,Operarions,Behavioral,13.0,1,32,1,1,8,type3,3.0,4,1,6,3,0.5377
F,51,2,Married,IT,Directive,14.0,2,36,1,2,7,type2,3.0,3,3,6,3,0.0125
F,49,1,Married,Sales,Directive,18.0,4,49,1,2,4,type2,2.0,3,4,8,3,0.2789
M,39,3,Married,IT,Analytical,16.0,3,23,1,2,5,type2,2.0,3,2,8,3,0.1987
F,50,4,Married,R&D,Directive,14.0,1,63,1,4,8,type3,2.0,3,2,5,3,0.1799
F,37,3,Married,R&D,Behavioral,8.0,2,44,1,3,7,type3,1.0,2,3,5,4,0.1071
F,28,2,Married,IT,Directive,5.0,4,32,0,1,7,type2,3.0,3,3,7,3,0.2967
M,37,3,Married,Production,Analytical,9.0,3,36,1,2,4,type2,1.0,3,2,8,4,0.1505
M,52,4,Single,IT,Analytical,30.0,3,28,1,1,8,type2,2.0,3,3,6,4,0.2692
F,27,1,Single,Production,Behavioral,5.0,4,66,1,2,8,type3,2.0,3,1,8,2,0.2229
M,19,2,Married,Purchasing,Behavioral,0.0,0,52,2,2,4,type0,4.0,4,4,7,4,0.0405
M,29,3,Married,Operarions,Directive,6.0,1,41,0,3,4,type2,5.0,3,2,8,3,0.2445
F,26,3,Married,R&D,Directive,4.0,3,52,1,5,9,type2,4.0,3,3,6,1,0.1576
M,22,3,Married,Operarions,Analytical,3.0,2,61,1,3,5,type3,4.0,3,3,7,3,0.0933
F,42,4,Married,Sales,Conceptual,15.0,1,59,1,1,7,type3,1.0,3,3,7,3,0.0073
F,39,3,Single,Security,Behavioral,13.0,1,33,1,3,6,type2,3.0,4,1,7,3,0.1839
F,55,4,Married,R&D,Behavioral,24.0,1,48,1,3,5,type2,1.0,3,2,9,4,0.015
M,41,1,Single,Purchasing,Analytical,17.0,3,68,2,1,7,type3,1.0,4,4,7,5,0.1606
M,38,4,Married,Logistics,Conceptual,12.0,1,63,2,3,5,type0,1.0,3,3,7,3,0.1439
F,56,4,Married,Sales,Analytical,28.0,3,22,1,5,5,type2,3.0,3,2,8,5,0.26
M,39,3,Married,Accounting and Finance,Behavioral,4.0,2,28,1,5,9,type2,2.0,4,2,6,5,0.1251
M,39,3,Married,R&D,Conceptual,13.385064177362894,2,63,1,1,5,type2,2.0,3,3,8,4,0.9033
M,60,4,Married,IT,Analytical,27.0,3,42,1,1,8,type2,1.0,3,3,7,4,0.1586
M,45,4,Married,Sales,Conceptual,9.0,4,65,1,3,7,type3,1.0,3,2,6,5,0.2763
M,57,4,Single,Sales,Conceptual,26.0,1,50,1,2,8,type3,1.0,3,4,7,3,0.2136
F,43,4,Married,Sales,Directive,18.0,4,30,0,1,5,type4,2.0,4,2,5,4,0.1084
F,33,4,Married,Logistics,Directive,5.0,2,57,0,3,4,type3,1.0,3,2,8,4,0.0562
M,57,5,Married,Operarions,Directive,29.0,4,33,1,5,7,type2,1.0,3,3,9,3,0.0145
F,22,2,Single,Accounting and Finance,Behavioral,3.0,2,32,0,3,6,type2,3.0,3,3,5,3,0.2515
F,19,2,Married,R&D,Analytical,0.0,0,37,2,4,6,type2,3.0,3,4,6,3,0.6996
F,23,3,Married,Purchasing,Behavioral,4.0,2,52,2,5,10,type2,4.0,4,4,9,5,0.1524
F,23,4,Single,Logistics,Behavioral,4.0,2,72,1,3,5,type3,1.0,3,3,8,3,0.2665
M,19,3,Married,Sales,Directive,0.0,0,62,0,4,4,type2,4.0,3,2,9,3,0.7984
F,35,3,Married,Logistics,Analytical,9.0,2,46,1,2,3,type2,3.0,3,4,6,3,0.9462
F,61,3,Married,IT,Behavioral,24.0,4,34,0,3,9,type0,2.0,3,3,7,3,0.6407
F,63,4,Married,IT,Directive,24.0,2,54,0,3,4,type2,5.0,4,2,7,4,0.1893
F,23,3,Married,Marketing,Behavioral,4.0,3,38,1,3,5,type2,2.0,3,3,7,3,0.1863
F,23,1,Married,Quality,Behavioral,4.0,3,38,1,3,4,type3,3.0,4,3,7,3,0.1026
F,25,3,Married,Logistics,Conceptual,6.0,1,30,1,2,6,type3,3.0,3,3,7,3,0.0782
F,39,3,Single,Purchasing,Analytical,14.0,2,55,2,4,5,type3,1.0,3,2,7,3,0.0713
F,52,1,Single,Logistics,Directive,30.0,4,49,0,5,8,type2,1.0,3,4,7,3,0.0015
M,51,3,Married,Marketing,Behavioral,21.0,4,63,1,4,5,type2,4.0,3,4,5,3,0.0484
M,51,3,Single,R&D,Conceptual,21.0,1,47,0,1,2,type3,2.0,3,1,7,3,0.2733
M,22,4,Married,IT,Conceptual,3.0,1,23,1,2,7,type3,2.0,3,3,5,3,0.1889
F,41,5,Married,Operarions,Behavioral,14.0,3,72,0,5,8,type2,4.0,3,3,8,4,0.1378
M,24,4,Single,Production,Conceptual,5.0,1,48,1,5,8,type2,1.0,2,3,7,1,0.1988
F,39,4,Married,Logistics,Conceptual,22.0,1,69,1,3,7,type2,4.0,3,3,6,4,0.124
F,29,4,Married,Purchasing,Directive,6.0,4,29,1,1,6,type2,2.0,3,1,8,5,0.1554
F,34,4,Single,Production,Behavioral,9.0,2,47,1,4,4,type3,1.0,4,1,8,3,0.8805
F,51,5,Married,Sales,Analytical,15.0,4,71,0,2,5,type2,3.0,2,3,9,1,0.0484
F,59,3,Married,Logistics,Analytical,20.0,2,52,0,5,8,type1,1.0,3,2,8,3,0.2246
F,59,3,Married,R&D,Directive,35.0,4,62,1,1,5,type0,2.0,3,4,7,5,0.1872
F,39,3,Married,Purchasing,Behavioral,6.0,3,36,0,2,9,type4,1.0,3,3,7,3,0.0922
M,19,4,Single,Sales,Analytical,0.0,0,27,0,4,7,type2,2.0,4,2,8,1,0.0982
F,52,3,Married,Logistics,Conceptual,30.0,1,52,0,4,8,type2,3.0,3,4,5,3,0.1743
M,60,3,Married,IT,Directive,38.0,2,61,1,2,6,type0,1.0,5,2,5,2,0.5771
M,57,2,Single,Sales,Conceptual,18.0,3,52,0,2,6,type3,1.0,4,3,6,4,0.6095
F,21,4,Single,Logistics,Behavioral,2.0,2,42,1,3,4,type2,3.0,4,3,8,3,0.0897
F,37,3,Married,Accounting and Finance,Conceptual,11.0,1,74,1,5,6,type2,3.0,5,3,7,3,0.0846
F,29,3,Married,IT,Conceptual,6.0,2,25,1,3,6,type2,4.0,3,4,8,4,0.2371
